title,total headline views,total page views,author,CTR
"<a href=""https://www.spectator.co.uk/article/the-national-trust-has-lost-the-language-of-architecture"">The National Trust has lost the language of architecture</a>",73,16,Laura Freeman,21.91780821917808
"<a href=""https://www.spectator.co.uk/article/how-do-we-stop-the-next-david-cameron-"">How do we stop the next David Cameron?</a>",660,16,Stephen Daisley,2.4242424242424243
"<a href=""https://www.spectator.co.uk/article/the-best-cold-war-thriller-ive-seen-that-i-fully-understand-the-courier-reviewed"">The best Cold War thriller I've seen that I fully understand: The Courier reviewed</a>",173,15,Deborah Ross,8.670520231213873
"<a href=""https://www.spectator.co.uk/article/britain-s-economic-bounce-back-after-covid-is-less-impressive-than-it-seems"">Britain’s economic bounce back is less impressive than it seems</a>",899,15,Ross Clark,1.668520578420467
"<a href=""https://www.spectator.co.uk/article/bath-buns-just-the-right-amount-of-sweetness"">Bath buns: just the right amount of sweetness</a>",25,14,The Vintage Chef Olivia Potts,56.00000000000001
"<a href=""https://www.spectator.co.uk/article/i-took-my-wife-to-a-millwall-match-and-it-didnt-go-well"">I took my wife to a Millwall match – and it didn’t go well</a>",26,14,Toby Young,53.84615384615385
"<a href=""https://www.spectator.co.uk/article/curry-isn-t-racist"">Curry, colonialism and the problem with ‘cultural appropriation’</a>",146,14,Patrick West,9.58904109589041
"<a href=""https://www.spectator.co.uk/article/revealed-the-bbc-guide-for-covering-climate-change"">Revealed: the BBC guide for covering climate change</a>",13,14,Steerpike,107.6923076923077
"<a href=""https://www.spectator.co.uk/article/cuomo-trump-and-the-secret-of-eternal-political-life"">Cuomo, Trump and the secret of eternal political life</a>",263,13,Michael Wolff,4.942965779467681
"<a href=""https://www.spectator.co.uk/article/sales-of-the-spectator-jump-27-per-cent-to-a-new-all-time-high"">Sales of The Spectator jump 27 per cent to a new all-time high</a>",485,13,Fraser Nelson,2.6804123711340204
"<a href=""https://www.spectator.co.uk/article/in-praise-of-charity-shops"">Why the British love charity shops</a>",7,12,Arabella Byrne,171.42857142857142
"<a href=""https://www.spectator.co.uk/article/how-to-make-the-most-of-crowd-free-museums"">Blissfully crowd-free: now's the time to visit London's museums</a>",1533,12,Flora Watkins,0.7827788649706457
"<a href=""https://www.spectator.co.uk/article/what-s-the-truth-about-the-un-s-code-red-climate-warning-"">What's the truth about the UN's 'code red' climate warning?</a>",47,12,Ross Clark,25.53191489361702
"<a href=""https://www.spectator.co.uk/article/nazis-and-nordics-the-latest-crime-fiction-reviewed"">Nazis and Nordics: the latest crime fiction reviewed</a>",245,10,Andrew Rosenheim,4.081632653061225
"<a href=""https://www.spectator.co.uk/article/the-war-on-breathing"">The war on breathing</a>",10,10,Laura Dodsworth,100.0
"<a href=""https://www.spectator.co.uk/article/sweden-covid-and-lockdown-a-look-at-the-data"">Sweden, Covid and lockdown – a look at the data</a>",20,9,Fraser Nelson,45.0
"<a href=""https://www.spectator.co.uk/article/why-shouldnt-we-worship-the-nhs"">Why shouldn’t we worship the NHS?</a>",8,8,David Hare,100.0
"<a href=""https://www.spectator.co.uk/article/cambridge-academic-at-extinction-rebellion-protest-brags-about-avoiding-prosecution"">Cambridge XR academic brags after prosecution dropped</a>",189,7,Steerpike,3.7037037037037033
"<a href=""https://www.spectator.co.uk/article/afghanistan-on-screen-10-films-about-the-conflict"">Afghanistan on screen: 10 films about the conflict</a>",42,7,Stephen Arnell,16.666666666666664
"<a href=""https://www.spectator.co.uk/article/the-royal-response-to-prince-andrew-s-epstein-scandal-is-failing"">The failed royal response to Prince Andrew's Epstein scandal</a>",142,7,Peter Hunt,4.929577464788732
"<a href=""https://www.spectator.co.uk/article/more-than-one-bad-apple-the-sorry-demise-of-english-cider"">More than one bad apple: the sorry demise of English cider</a>",251,7,Henry Jeffreys,2.788844621513944
"<a href=""https://www.spectator.co.uk/article/will-sizewell-c-see-off-the-avocet"">Will Sizewell C see off the avocet?</a>",8,7,Mark Solomons,87.5
"<a href=""https://www.spectator.co.uk/article/we-need-to-act-now-to-block-britain-s-social-credit-system"">We need to act now to block Britain’s social credit system</a>",4,7,Ross Clark,175.0
"<a href=""https://www.spectator.co.uk/article/kate-clanchy-and-the-new-censorship-in-publishing"">Kate Clanchy and the new censorship in publishing</a>",145,7,Tom Slater,4.827586206896552
"<a href=""https://www.spectator.co.uk/article/borges-the-man-and-the-brand"">Borges: the man and the brand</a>",259,7,Anna Aslanyan,2.7027027027027026
"<a href=""https://www.spectator.co.uk/article/2516-such-childish-vocabulary---solution"">2516: Such childish vocabulary - solution</a>",2,7,The Spectator,350.0
"<a href=""https://www.spectator.co.uk/article/margaret-ferrier-s-staffing-crisis"">Margaret Ferrier's staffing crisis</a>",466,7,Steerpike,1.502145922746781
"<a href=""https://www.spectator.co.uk/article/putting-the-commie-in-committee"">Putting the commie in committee</a>",13,6,Rod Liddle,46.15384615384615
"<a href=""https://www.spectator.co.uk/article/why-am-i-so-angry"">Why am I so angry?</a>",243,6,Damian Thompson,2.4691358024691357
"<a href=""https://www.spectator.co.uk/article/a-piece-of-hollywood-history-tom-hanks-airstream-film-trailer-is-up-for-sale"">A piece of Hollywood history: inside Tom Hanks' film trailer</a>",9,6,Simon de Burton,66.66666666666666
"<a href=""https://www.spectator.co.uk/article/revealed-robert-dingwall-axed-as-government-advisor"">Revealed: Robert Dingwall axed as government advisor</a>",5,6,Steerpike,120.0
"<a href=""https://www.spectator.co.uk/article/the-timeless-appeal-of-latin"">The timeless appeal of Latin</a>",5,6,Peter Jones,120.0
"<a href=""https://www.spectator.co.uk/article/letters-why-arent-italians-fighting-for-their-liberty"">Letters: Why aren’t Italians fighting for their liberty?</a>",13,6,The Spectator,46.15384615384615
"<a href=""https://www.spectator.co.uk/article/the-great-holiday-covid-test-rip-off"">The great holiday Covid test rip-off</a>",279,5,Matt Quinton,1.7921146953405016
"<a href=""https://www.spectator.co.uk/article/the-olympics-have-become-a-celebration-of-human-frailty"">The Olympics have become a celebration of human frailty</a>",13,5,Taki,38.46153846153847
"<a href=""https://www.spectator.co.uk/article/why-the-watts-gallery-is-the-perfect-weekend-outing"">Watts gallery: weekend outings don't come better than this</a>",179,5,William Cook,2.793296089385475
"<a href=""https://www.spectator.co.uk/article/turning-the-tide-how-to-deal-with-britains-new-migrant-crisis"">Turning the tide: how to deal with Britain’s new migrant crisis</a>",13,5,Douglas Murray,38.46153846153847
"<a href=""https://www.spectator.co.uk/article/why-i-m-thanking-god-my-immune-system-and-garlic"">Why I’m thanking God, my immune system and garlic</a>",10,5,Melissa Kite,50.0
"<a href=""https://www.spectator.co.uk/article/the-futility-of-meghan-s-mentoring-scheme"">The futility of Meghan's mentoring scheme</a>",2,5,Melanie McDonagh,250.0
"<a href=""https://www.spectator.co.uk/article/al-fresco-dishes-to-serve-outside"">Al fresco dishes to serve outside</a>",2,4,Ameer Kotecha,200.0
"<a href=""https://www.spectator.co.uk/article/is-climate-change-to-blame-for-germany-s-flooding-"">Is climate change to blame for Germany’s flooding?</a>",2,4,Ross Clark,200.0
"<a href=""https://www.spectator.co.uk/article/the-bbc-s-woke-guide-to-gender"">The BBC's woke guide to gender</a>",87,4,Steerpike,4.597701149425287
"<a href=""https://www.spectator.co.uk/article/what-the-afghan-withdrawal-can-learn-from-israel"">Britain must learn from Israel's mistakes as it prepares to leave Afghanistan</a>",25,4,Limor Simhony Philpott,16.0
"<a href=""https://www.spectator.co.uk/article/is-letting-alta-fixsler-die-really-in-her-best-interests-"">Is letting Alta Fixsler die really in her 'best interests'?</a>",25,4,Melanie McDonagh,16.0
"<a href=""https://www.spectator.co.uk/article/the-cult-of-the-cockapoo"">The cult of the cockapoo</a>",10,4,Flora Watkins,40.0
"<a href=""https://www.spectator.co.uk/article/the-betrayal-of-afghanistan"">The betrayal of Afghanistan</a>",9,4,Shabnam Nasimi,44.44444444444444
"<a href=""https://www.spectator.co.uk/article/why-food-in-britain-is-so-much-better-than-in-france"">Why food in Britain is so much better than in France</a>",11,4,Jonathan Miller,36.36363636363637
"<a href=""https://www.spectator.co.uk/article/why-wealth-matters-in-the-free-speech-debate"">Why wealth matters in the free speech debate</a>",66,4,Patrick West,6.0606060606060606
"<a href=""https://www.spectator.co.uk/article/the-problem-with-barbie-s-feminist-makeover"">The problem with Barbie's feminist makeover</a>",9,4,Kristina Murkett,44.44444444444444
"<a href=""https://www.spectator.co.uk/article/the-path-to-reenchantment"">The path to re-enchantment</a>",42,4,Douglas Murray,9.523809523809524
"<a href=""https://www.spectator.co.uk/article/how-the-nixon-shock-reshaped-our-economy"">How the ‘Nixon shock’ reshaped our economy</a>",43,4,Matthew Lynn,9.30232558139535
"<a href=""https://www.spectator.co.uk/article/portrait-of-the-week-camerons-cash-a-grades-abound-and-tower-bridge-wont-budge"">Portrait of the week: Cameron’s cash, A-grades abound and Tower Bridge won’t budge</a>",17,3,The Spectator,17.647058823529413
"<a href=""https://www.spectator.co.uk/article/how-to-burst-the-grade-inflation-bubble"">How to burst the grade inflation bubble</a>",62,3,James Forsyth,4.838709677419355
"<a href=""https://www.spectator.co.uk/article/why-filling-santas-sack-will-cost-more-this-year"">Why filling Santa’s sack will cost more this year</a>",28,3,Martin Vander Weyer,10.714285714285714
"<a href=""https://www.spectator.co.uk/article/what-kind-of-empire-is-china-building-"">What kind of empire is China building?</a>",8,3,Francis Pike,37.5
"<a href=""https://www.spectator.co.uk/article/the-myth-of-the-stolen-country"">The myth of the ‘stolen country’</a>",5,3,Jeff Fynn-Paul,60.0
"<a href=""https://www.spectator.co.uk/article/working-from-home-is-a-decision-for-businesses-not-government"">Working from home is a decision for businesses, not government</a>",46,3,The Spectator,6.521739130434782
"<a href=""https://www.spectator.co.uk/article/the-defiance-of-the-ghetto-girls-who-resisted-the-nazis"">The defiance of the ‘ghetto girls’ who resisted the Nazis</a>",2,3,Clare Mulley,150.0
"<a href=""https://www.spectator.co.uk/article/the-horror-of-country-house-hotels"">The horror of country house hotels</a>",15,3,James Innes-Smith,20.0
"<a href=""https://www.spectator.co.uk/article/the-poet-with-many-lives"">The poet with many lives</a>",1865,3,Stuart Kelly,0.16085790884718498
"<a href=""https://www.spectator.co.uk/article/do-masks-stop-the-spread-of-covid-19-"">Landmark Danish study finds no significant effect for facemask wearers</a>",2,3,Carl Heneghan & Tom Jefferson,150.0
"<a href=""https://www.spectator.co.uk/article/are-face-masks-in-schools-a-good-idea-"">Face masks in schools: a note on the evidence</a>",2,3,Ross Clark,150.0
"<a href=""https://www.spectator.co.uk/article/covid-cases-are-falling---but-don-t-think-it-s-all-over"">Covid cases are falling – but don’t think it’s all over</a>",11,3,Oliver Johnson,27.27272727272727
"<a href=""https://www.spectator.co.uk/article/is-it-time-for-a-dads-army-of-lorry-drivers"">Is it time for a Dad’s Army of lorry drivers?</a>",9,3,Martin Vander Weyer,33.33333333333333
"<a href=""https://www.spectator.co.uk/article/one-in-five-scots-thinks-sturgeon-controls-foreign-policy"">One in five Scots thinks Sturgeon controls foreign policy</a>",422,3,Steerpike,0.7109004739336493
"<a href=""https://www.spectator.co.uk/article/will-covid-turn-into-the-common-cold-"">Will Covid turn into the common cold?</a>",18,3,Paul Hunter,16.666666666666664
"<a href=""https://www.spectator.co.uk/article/will-boris-treat-hong-kong-like-belarus-"">Will Boris treat Hong Kong like Belarus?</a>",41,3,Steerpike,7.317073170731707
"<a href=""https://www.spectator.co.uk/article/let-s-end-the-lottery-of-predicted-grades"">Let's end the lottery of predicted grades</a>",7,3,Peter Lampl,42.857142857142854
"<a href=""https://www.spectator.co.uk/article/i-was-held-to-ransom-by-hackers"">I was held to ransom by hackers</a>",3,3,Tobias Vernon,100.0
"<a href=""https://www.spectator.co.uk/article/should-local-hires-be-allowed-to-work-at-british-embassies-"">Should locals be allowed to work at British embassies?</a>",199,3,Mary Dejevsky,1.507537688442211
"<a href=""https://www.spectator.co.uk/article/the-truth-about-the-migrant-crisis-isn-t-what-you-think"">The truth about the migrant crisis isn't what you think</a>",13,3,Edward Crawford,23.076923076923077
"<a href=""https://www.spectator.co.uk/article/the-wine-that-made-me-change-my-mind-about-valpolicella"">The wine that made me change my mind about Valpolicella</a>",19,3,Bruce Anderson,15.789473684210526
"<a href=""https://www.spectator.co.uk/article/what-we-can-learn-from-our-mistakes-in-afghanistan"">What we can learn from our mistakes in Afghanistan</a>",7,2,Andy Owen,28.57142857142857
"<a href=""https://www.spectator.co.uk/article/the-cv-trick-that-guarantees-you-an-interview"">The CV trick that guarantees you an interview</a>",4,2,Rory Sutherland,50.0
"<a href=""https://www.spectator.co.uk/article/anti-semitism-and-the-far-left"">Anti-Semitism and the far left</a>",6,2,Tanya Gold,33.33333333333333
"<a href=""https://www.spectator.co.uk/article/playing-with-fire-did-qanon-start-as-a-cynical-game-"">Playing with fire — did QAnon start as a cynical game?</a>",31,2,Damian Thompson,6.451612903225806
"<a href=""https://www.spectator.co.uk/article/sinatra-bacon-and-a-youtube-star-edinburgh-fringe-festival-roundup"">Sinatra, Bacon and a YouTube star: Edinburgh Fringe Festival round-up</a>",86,2,Lloyd Evans,2.3255813953488373
"<a href=""https://www.spectator.co.uk/article/watch-anti-vaxxers-storm-wrong-bbc-centre"">Watch: anti-vaxxers storm wrong BBC centre</a>",4,2,Steerpike,50.0
"<a href=""https://www.spectator.co.uk/article/the-st-george-s-chapel-solos-were-a-choral-triumph"">In praise of the St George's Chapel choristers</a>",8,2,James MacMillan,25.0
"<a href=""https://www.spectator.co.uk/article/im-plagued-by-worries-of-disaster-an-interview-with-dominic-cummings"">‘I’m plagued by worries of disaster’: an interview with Dominic Cummings</a>",2,2,Lynn Barber,100.0
"<a href=""https://www.spectator.co.uk/article/life-is-full-of-flights-of-fancy"">My frightening flights of fancy</a>",200,2,Cressida Bonas,1.0
"<a href=""https://www.spectator.co.uk/article/the-art-of-losing-your-hair"">The art of losing your hair</a>",19,2,Jeremy Clarke,10.526315789473683
"<a href=""https://www.spectator.co.uk/article/euros-2020-russia-faces-down-the-plucky-finns"">Euro 2020: Finland and Russia's less than epic rematch</a>",1,2,Rod Liddle,200.0
"<a href=""https://www.spectator.co.uk/article/britain-s-creeping-authoritarianism"">Britain's creeping authoritarianism</a>",8,2,Tom Slater,25.0
"<a href=""https://www.spectator.co.uk/article/why-i-gave-up-writing-fiction"">Why I gave up writing fiction</a>",3,2,Frederick Forsyth,66.66666666666666
"<a href=""https://www.spectator.co.uk/article/macron-s-napoleon-complex"">Macron's Napoleon complex</a>",2,2,John Keiger,100.0
"<a href=""https://www.spectator.co.uk/article/the-greek-wildfires-and-the-failings-of-the-state"">The Greek wildfires and the failings of the state</a>",53,2,Yiannis Baboulias,3.7735849056603774
"<a href=""https://www.spectator.co.uk/article/seven-summer-terraces-for-al-fresco-drinking"">Seven summer terraces for al fresco drinking</a>",29,2,Marianna Hunt,6.896551724137931
"<a href=""https://www.spectator.co.uk/article/london-s-best-indian-restaurants"">London's best Indian restaurants</a>",2,2,Zoe Strimpel,100.0
"<a href=""https://www.spectator.co.uk/article/italians-are-seeing-red-over-the-covid-green-pass"">Italians are seeing red over the Covid ‘Green Pass’</a>",6,2,Manfred Manera,33.33333333333333
"<a href=""https://www.spectator.co.uk/article/when-will-exams-get-back-to-normal-"">When will exams get back to normal?</a>",526,2,James Forsyth,0.38022813688212925
"<a href=""https://www.spectator.co.uk/article/our-need-to-get-drunk-in-company-may-be-innate"">Our need to get drunk in company may be innate</a>",2,2,John Maier,100.0
"<a href=""https://www.spectator.co.uk/article/what-will-the-next-reshuffle-look-like-"">What will the next reshuffle look like?</a>",5,2,Katy Balls,40.0
"<a href=""https://www.spectator.co.uk/article/spectator-competition-winners-poems-inspired-by-the-phonetic-alphabet"">Spectator competition winners: poems inspired by the phonetic alphabet</a>",2,2,Lucy Vickery,100.0
"<a href=""https://www.spectator.co.uk/article/macron-s-covid-passport-is-leading-to-intergenerational-warfare"">Macron’s Covid passports are causing intergenerational warfare</a>",10,2,Gavin Mortimer,20.0
"<a href=""https://www.spectator.co.uk/article/glorious-bernardo-bellotto-at-the-national-gallery-reviewed"">Glorious: Bernardo Bellotto at the National Gallery reviewed</a>",30,2,Laura Freeman,6.666666666666667
"<a href=""https://www.spectator.co.uk/article/the-problems-posed-by-booster-shots"">The problems posed by booster shots</a>",118,2,James Forsyth,1.694915254237288
"<a href=""https://www.spectator.co.uk/article/old-men-remember-reliving-the-horror-of-tobruk"">Old men remember: reliving the horror of Tobruk</a>",1,2,Allan Mallinson,200.0
"<a href=""https://www.spectator.co.uk/article/how-we-did-the-locomotion-a-brief-history-of-motion-by-tom-standage-reviewed"">How we did the locomotion: A Brief History of Motion, by Tom Standage, reviewed</a>",37,2,Stephen Bayley,5.405405405405405
"<a href=""https://www.spectator.co.uk/article/i-laughed-quite-a-lot-when-I-shouldnt-have-old-reviewed"">I laughed quite a lot when I shouldn’t have: Old reviewed</a>",14,2,Deborah Ross,14.285714285714285
"<a href=""https://www.spectator.co.uk/article/why-i-regret-buying-an-electric-car"">Why I regret buying an electric car</a>",1,2,Jonathan Miller,200.0
"<a href=""https://www.spectator.co.uk/article/britain-could-do-with-one-or-two-more-mike-ashleys"">In praise of Mike Ashley</a>",12,2,Ross Clark,16.666666666666664
"<a href=""https://www.spectator.co.uk/article/why-did-hitler-s-imperial-dreams-take-stalin-by-surprise-"">Why did Hitler’s imperial dreams take Stalin by surprise?</a>",2,2,Allan Mallinson,100.0
"<a href=""https://www.spectator.co.uk/article/remembering-david-storey-giant-of-postwar-english-culture"">Remembering David Storey, giant of postwar English culture</a>",5,1,Jasper Rees,20.0
"<a href=""https://www.spectator.co.uk/article/george-bush-s-attack-on-joe-biden-s-afghan-strategy-is-hard-to-take"">George Bush's attack on Joe Biden's Afghan strategy is hard to take</a>",5,1,Daniel DePetris,20.0
"<a href=""https://www.spectator.co.uk/article/modern-soap-operas-have-lost-the-plot"">Modern soap operas have lost the plot</a>",3,1,Nicholas Barrow,33.33333333333333
"<a href=""https://www.spectator.co.uk/article/a-date-with-destiny-and-chemotherapy"">A date with destiny – and chemotherapy</a>",4,1,Jeremy Clarke,25.0
"<a href=""https://www.spectator.co.uk/article/the-eu-will-regret-its-legal-onslaught-against-poland"">The EU will regret its legal onslaught against Poland</a>",3,1,Andrew Tettenborn,33.33333333333333
"<a href=""https://www.spectator.co.uk/article/why-did-balakirev-s-beautiful-inventive-works-go-out-of-fashion"">Why did Balakirev's beautiful, inventive works go out of fashion?</a>",1,1,Damian Thompson,100.0
"<a href=""https://www.spectator.co.uk/article/who-cares-what-ben-jerry-s-think-about-the-israel-palestine-conflict-"">Who cares what Ben & Jerry’s think about Israel-Palestine?</a>",2,1,Tom Slater,50.0
"<a href=""https://www.spectator.co.uk/article/football-fans-are-rejoicing-that-euro-2020-is-finally-over"">Football fans are rejoicing that Euro 2020 is finally over</a>",5,1,Mark Solomons,20.0
"<a href=""https://www.spectator.co.uk/article/the-joy-of-defying-convention"">The joy of defying convention</a>",11,1,Cressida Bonas,9.090909090909092
"<a href=""https://www.spectator.co.uk/article/macron-s-vaccine-passport-is-uniting-french-anti-fascists-and-nationalists"">Macron's vaccine passport is uniting French anti-fascists and nationalists</a>",8,1,Gavin Mortimer,12.5
"<a href=""https://www.spectator.co.uk/article/true-crime-eight-series-based-on-real-events"">True crime: eight series based on real events</a>",7,1,Robert Jackman,14.285714285714285
"<a href=""https://www.spectator.co.uk/article/how-many-alpacas-are-there-in-britain"">How many alpacas are there in Britain?</a>",7,1,The Spectator,14.285714285714285
"<a href=""https://www.spectator.co.uk/article/2519-not-so-up-to-date"">2519: Not so up-to-date</a>",1,1,Smurf,100.0
"<a href=""https://www.spectator.co.uk/article/rishi-sunak-and-the-coming-tory-battle-over-climate-change"">Rishi Sunak and the coming Tory battle over climate change</a>",2,1,Ross Clark,50.0
"<a href=""https://www.spectator.co.uk/article/south-africa-riots-jacob-zuma"">What's behind the South African riots?</a>",1,1,Andrew Kenny,100.0
"<a href=""https://www.spectator.co.uk/article/why-is-modern-architecture-so-ugly"">Why is modern architecture so ugly?</a>",4,1,Jessica Douglas-Home,25.0
"<a href=""https://www.spectator.co.uk/article/the-cambridge-greek-lexicon-is-an-eye-opener-for-classical-scholars"">The Cambridge Greek Lexicon is an eye-opener for classical scholars</a>",9,1,Peter Jones,11.11111111111111
"<a href=""https://www.spectator.co.uk/article/how-hitler-s-great-gamble-nearly-paid-off"">How Hitler’s great gamble nearly paid off</a>",1,1,Nigel Jones,100.0
"<a href=""https://www.spectator.co.uk/article/stresses-and-strains-the-evolution-of-covid-is-not-random"">Stresses and strains: the evolution of Covid is not random</a>",1,1,Matt Ridley,100.0
"<a href=""https://www.spectator.co.uk/article/Keeping-yourself-angry-the-hare-way-we-travelled-by-david-hare-reviewed"">Keeping yourself angry, the Hare way: We Travelled, by David Hare, reviewed</a>",30,1,Roger Lewis,3.3333333333333335
"<a href=""https://www.spectator.co.uk/article/the-nicola-sturgeon-effect-on-house-prices"">The Nicola Sturgeon effect on house prices</a>",2,1,Martin Vander Weyer,50.0
"<a href=""https://www.spectator.co.uk/article/what-is-the-secret-of-duran-duran-s-durability-"">What is the secret of Duran Duran’s durability?</a>",7,1,Jenny Colgan,14.285714285714285
"<a href=""https://www.spectator.co.uk/article/how-to-elevate-your-summer-barbecue"">How to spice up your summer barbecue</a>",11,1,Skye Gyngell,9.090909090909092
"<a href=""https://www.spectator.co.uk/article/what-does-it-feel-like-to-fly-"">What does it feel like to fly?</a>",3,1,Mark Mason,33.33333333333333
"<a href=""https://www.spectator.co.uk/article/theresa-may-s-850k-pay-day"">Theresa May's £850,000 pay day</a>",7,1,Steerpike,14.285714285714285
"<a href=""https://www.spectator.co.uk/article/so-long-to-leeds-s-appalling-prostitution-zone"">So long to Leeds's appalling prostitution zone</a>",5,1,Julie Bindel,20.0
"<a href=""https://www.spectator.co.uk/article/thoughtful-and-impeccable-ken-burnss-hemingway-reviewed"">Thoughtful and impeccable: Ken Burns's Hemingway reviewed</a>",3,1,James Walton,33.33333333333333
"<a href=""https://www.spectator.co.uk/article/the-pandemics-transatlantic-divide-in-executive-salaries"">The pandemic’s transatlantic divide in executive salaries</a>",1,1,Martin Vander Weyer,100.0
"<a href=""https://www.spectator.co.uk/article/will-england-pull-out-of-the-world-cup"">Will England pull out of the World Cup?</a>",5,1,Rod Liddle,20.0
"<a href=""https://www.spectator.co.uk/article/the-great-betrayal-of-ethel-rosenberg"">The great betrayal of Ethel Rosenberg</a>",7,1,Clare Mulley,14.285714285714285
