title,total headline views,total page views,CTR,author
"<a href=""https://www.spectator.co.uk/article/ministers-snub-lloyd-webber-s-bash"">Ministers snub Lloyd Webber's bash</a>",475.0,21.0,4.421052631578947,Steerpike
"<a href=""https://www.spectator.co.uk/article/what-meghan-markle-can-learn-from-enid-blyton"">What Meghan Markle can learn from Enid Blyton</a>",143.0,18.0,12.587412587412588,Joanna Williams
"<a href=""https://www.spectator.co.uk/article/new-poll-reveals-public-back-greater-censorship"">New poll reveals public back greater censorship</a>",92.0,18.0,19.565217391304348,Steerpike
"<a href=""https://www.spectator.co.uk/article/forget-cornwall-england-s-sunniest-county-is-made-for-staycationers"">Forget Cornwall — England's sunniest county is made for staycationers</a>",605.0,16.0,2.644628099173554,Tom Goodenough
"<a href=""https://www.spectator.co.uk/article/labour-councillor-tells-tory-go-back-to-new-york-"">Labour councillor tells Tory: 'Go back to New York!'</a>",237.0,15.0,6.329113924050633,Steerpike
"<a href=""https://www.spectator.co.uk/article/sweden-covid-and-lockdown-a-look-at-the-data"">Sweden, Covid and lockdown – a look at the data</a>",124.0,14.0,11.29032258064516,Fraser Nelson
"<a href=""https://www.spectator.co.uk/article/the-extraordinary-beauty-of-amy-winehouse"">The extraordinary beauty of Amy Winehouse</a>",204.0,14.0,6.862745098039216,Julie Burchill
"<a href=""https://www.spectator.co.uk/article/myanmar-is-on-the-verge-of-collapse"">Myanmar is on the verge of collapse</a>",32.0,12.0,37.5,Benedict Rogers
"<a href=""https://www.spectator.co.uk/article/the-pope-s-merciless-war-against-the-old-rite"">The Pope's merciless war against the Old Rite</a>",24.0,12.0,50.0,Tim Stanley
"<a href=""https://www.spectator.co.uk/article/older-voters-are-killing-british-democracy"">Older voters are killing British democracy</a>",46.0,12.0,26.08695652173913,Sam Ashworth-Hayes
"<a href=""https://www.spectator.co.uk/article/the-disgraceful-decision-to-remove-liverpool-s-heritage-status"">The disgraceful decision to remove Liverpool’s heritage status</a>",298.0,11.0,3.691275167785235,Stephen Bayley
"<a href=""https://www.spectator.co.uk/article/why-i-wont-buy-a-tesla"">Why I won’t buy a Tesla</a>",97.0,10.0,10.309278350515463,Rory Sutherland
"<a href=""https://www.spectator.co.uk/article/vaccine-passports-are-a-betrayal-of-young-people"">Vaccine passports are a betrayal of young people</a>",420.0,10.0,2.380952380952381,Samantha Smith
"<a href=""https://www.spectator.co.uk/article/watch-dawn-butler-kicked-out-of-the-commons"">Watch: Dawn Butler kicked out of the Commons</a>",271.0,10.0,3.6900369003690034,Steerpike
"<a href=""https://www.spectator.co.uk/article/should-children-be-taught-that-britain-s-history-is-glorious-or-shameful-"">Should children be taught that Britain’s history is glorious or shameful?</a>",58.0,9.0,15.517241379310345,James Kirkup
"<a href=""https://www.spectator.co.uk/article/wine-club-24-july"">Wine Club 24 July</a>",47.0,9.0,19.148936170212767,Jonathan Ray
"<a href=""https://www.spectator.co.uk/article/what-the-nhs-pay-rise-says-about-boris-johnson-s-priorities"">What the NHS pay rise says about Boris Johnson's priorities</a>",344.0,9.0,2.616279069767442,Kate Andrews
"<a href=""https://www.spectator.co.uk/article/the-books-that-mps-recommend-this-summer"">The books which MPs recommend this summer</a>",374.0,8.0,2.13903743315508,Steerpike
"<a href=""https://www.spectator.co.uk/article/boris-s-brexit-deal-isn-t-worth-sacrificing-northern-ireland-for"">Boris's Brexit deal isn’t worth sacrificing Northern Ireland for</a>",62.0,8.0,12.903225806451612,Matthew Lynn
"<a href=""https://www.spectator.co.uk/article/it-s-time-to-cut-back-on-the-olympics"">It's time to cut back on the Olympics</a>",613.0,8.0,1.3050570962479608,Ross Clark
"<a href=""https://www.spectator.co.uk/article/the-tragedy-of-lebanon-from-safe-haven-to-bankruptcy"">The tragedy of Lebanon — from safe haven to bankruptcy</a>",55.0,7.0,12.727272727272727,David Patrikarakos
"<a href=""https://www.spectator.co.uk/article/the-tax-and-spend-tories"">The tax-and-spend Tories</a>",21.0,7.0,33.33333333333333,James Forsyth
"<a href=""https://www.spectator.co.uk/article/tory-conference-to-have-vaccine-passports"">Tory conference to require vaccine passports</a>",160.0,7.0,4.375,Steerpike
"<a href=""https://www.spectator.co.uk/article/what-did-the-romans-ever-do-for-us-"">What did the Romans ever do for us?</a>",46.0,7.0,15.217391304347828,Rod Liddle
"<a href=""https://www.spectator.co.uk/article/how-do-the-tories-stop-the-rise-of-an-ever-bigger-state-"">How do the Tories stop the rise of an ever-bigger state?</a>",363.0,7.0,1.9283746556473829,James Forsyth
"<a href=""https://www.spectator.co.uk/article/the-man-who-made-manhattan-the-great-mistake-by-jonathan-lee-reviewed"">The man who made Manhattan: The Great Mistake, by Jonathan Lee, reviewed</a>",69.0,6.0,8.695652173913043,Sarah Ditum
"<a href=""https://www.spectator.co.uk/article/the-troubles-amnesty-and-the-hypocrisy-of-sinn-fein"">The Troubles amnesty and the hypocrisy of Sinn Fein</a>",89.0,6.0,6.741573033707865,Andrew McQuillan
"<a href=""https://www.spectator.co.uk/article/boris-could-easily-curb-the-pingdemic-so-why-won-t-he-act-"">Boris could easily curb the 'pingdemic', so why won't he act?</a>",309.0,6.0,1.9417475728155338,Ross Clark
"<a href=""https://www.spectator.co.uk/article/sturgeon-s-economic-council-is-a-fig-leaf-for-independence"">Sturgeon’s economic council is a fig-leaf for independence</a>",816.0,6.0,0.7352941176470588,John Ferry
"<a href=""https://www.spectator.co.uk/article/what-s-a-scribbled-signature-worth-"">What’s a scribbled signature worth?</a>",58.0,6.0,10.344827586206897,Max Décharné
"<a href=""https://www.spectator.co.uk/article/terence-s-stamp-the-art-of-living-by-stephen-bayley-reviewed"">Terence’s stamp: The Art of Living, by Stephen Bayley, reviewed</a>",47.0,6.0,12.76595744680851,Roger Lewis
"<a href=""https://www.spectator.co.uk/article/is-climate-change-to-blame-for-germany-s-flooding-"">Is climate change to blame for Germany’s flooding?</a>",24.0,6.0,25.0,Ross Clark
"<a href=""https://www.spectator.co.uk/article/matt-hancock-isn-t-the-only-politician-who-is-clueless-about-cyber-security"">Matt Hancock isn't the only politician who is clueless about cyber security</a>",69.0,5.0,7.246376811594203,Ian Williams
"<a href=""https://www.spectator.co.uk/article/italians-are-deluding-themselves-about-the-death-of-english-fair-play"">Italians are deluding themselves about English football yobs</a>",11.0,5.0,45.45454545454545,Nicholas Farrell
"<a href=""https://www.spectator.co.uk/article/has-south-wales-reached-herd-immunity-"">Has South Wales reached herd immunity?</a>",459.0,5.0,1.0893246187363834,Oliver Johnson
"<a href=""https://www.spectator.co.uk/article/gala-pie-a-dish-that-deserves-an-audience"">Gala pie: a dish that deserves an audience</a>",52.0,5.0,9.615384615384617,The Vintage Chef Olivia Potts
"<a href=""https://www.spectator.co.uk/article/the-marcus-rashford-mural-an-anatomy-of-a-moral-panic"">The Marcus Rashford mural – an anatomy of a moral panic</a>",21.0,5.0,23.809523809523807,Steerpike
"<a href=""https://www.spectator.co.uk/article/the-obscene-arrogance-of-boris-and-rishi-s-failed-isolation-dodge"">The arrogance of Boris and Rishi's failed isolation dodge</a>",35.0,5.0,14.285714285714285,Patrick O'Flynn
"<a href=""https://www.spectator.co.uk/article/northern-irish-unionists-are-united-against-the-protocol"">Northern Irish unionists are united against the protocol</a>",237.0,5.0,2.109704641350211,Andrew McQuillan
"<a href=""https://www.spectator.co.uk/article/the-problem-with-prince-harry-s-mental-health-drive"">The problem with Prince Harry's mental health drive</a>",29.0,5.0,17.24137931034483,Joanna Williams
"<a href=""https://www.spectator.co.uk/article/stonewall-and-the-silencing-of-feminist-voices-at-universities"">Stonewall and the silencing of feminist voices at universities</a>",5.0,4.0,80.0,Julie Bindel
"<a href=""https://www.spectator.co.uk/article/the-battle-for-britain-24-july-2021"">The Battle for Britain | 24 July 2021</a>",29.0,4.0,13.793103448275861,Michael Heath
"<a href=""https://www.spectator.co.uk/article/what-are-the-limits-of-boris-s-levelling-up-agenda-"">What are the limits of Boris's 'levelling-up' agenda?</a>",129.0,4.0,3.10077519379845,Stephen Daisley
"<a href=""https://www.spectator.co.uk/article/a-window-on-a-fascinatingly-weird-place-some-kind-of-heaven-reviewed"">A window on a fascinatingly weird place: Some Kind of Heaven reviewed</a>",6.0,4.0,66.66666666666666,Deborah Ross
"<a href=""https://www.spectator.co.uk/article/isn-t-it-time-social-media-cracked-down-on-racism-"">Isn't it time social media cracked down on racism?</a>",11.0,4.0,36.36363636363637,Ross Clark
"<a href=""https://www.spectator.co.uk/article/is-boris-brave-enough-to-confront-the-truth-about-the-nhs-"">Is Boris brave enough to confront the truth about the NHS?</a>",41.0,4.0,9.75609756097561,Alex Massie
"<a href=""https://www.spectator.co.uk/article/the-snp-s-dornan-double-dealing-exposed"">The SNP's Dornan double-dealing exposed</a>",769.0,4.0,0.5201560468140443,Steerpike
"<a href=""https://www.spectator.co.uk/article/-gumtree-for-the-posh-the-rise-of-radio-h-p"">'Gumtree for the posh': the rise of Radio H-P</a>",46.0,4.0,8.695652173913043,Arabella Byrne
"<a href=""https://www.spectator.co.uk/article/macron-s-vaccine-passport-is-a-betrayal-of-french-values"">Macron’s vaccine passports are a betrayal of French values</a>",177.0,4.0,2.2598870056497176,Gavin Mortimer
"<a href=""https://www.spectator.co.uk/article/the-strange-theatre-of-mask-wearing"">The strange theatre of mask-wearing</a>",1.0,4.0,400.0,Lionel Shriver
"<a href=""https://www.spectator.co.uk/article/euros-2021-scotland-have-exposed-the-pointlessness-of-taking-the-knee-"">Euros 2021: Scotland have exposed the pointlessness of 'taking the knee'</a>",7.0,3.0,42.857142857142854,Rod Liddle
"<a href=""https://www.spectator.co.uk/article/jockeys-suffer-online-abuse-just-like-footballers"">Jockeys suffer online abuse just like footballers</a>",3.0,3.0,100.0,Robin Oakley
"<a href=""https://www.spectator.co.uk/article/how-freedom-day-became-chaos-day-"">How ‘freedom day’ became ‘chaos day’</a>",65.0,3.0,4.615384615384616,Robert Peston
"<a href=""https://www.spectator.co.uk/article/why-powys-should-be-on-your-property-radar"">Why Powys should be on your property radar</a>",23.0,3.0,13.043478260869565,Alec Marsh
"<a href=""https://www.spectator.co.uk/article/how-neanderthal-are-you"">How Neanderthal are you?</a>",3.0,3.0,100.0,Hugh Thomson
"<a href=""https://www.spectator.co.uk/article/revealed-the-snp-strategy-for-a-second-independence-vote"">Revealed: The SNP strategy for a second independence vote</a>",783.0,3.0,0.38314176245210724,Stephen Daisley
"<a href=""https://www.spectator.co.uk/article/how-to-make-your-own-sushi"">How to make your own sushi</a>",810.0,3.0,0.3703703703703704,Ameer Kotecha
"<a href=""https://www.spectator.co.uk/article/how-can-we-trust-the-eu-to-get-its-brexit-bill-right-"">The EU's Brexit bill doesn't add up</a>",35.0,3.0,8.571428571428571,Matthew Lynn
"<a href=""https://www.spectator.co.uk/article/when-will-boris-get-serious-about-balancing-the-budget-"">When will Boris get serious about balancing the budget?</a>",89.0,3.0,3.3707865168539324,Ross Clark
"<a href=""https://www.spectator.co.uk/article/pmqs-the-tragedy-of-richard-burgon"">PMQs: The tragedy of Richard Burgon</a>",46.0,3.0,6.521739130434782,Lloyd Evans
"<a href=""https://www.spectator.co.uk/article/will-peta-be-given-a-veto-on-all-uk-policy-"">Will Peta be given a veto on all UK policy?</a>",32.0,3.0,9.375,Steerpike
"<a href=""https://www.spectator.co.uk/article/is-starmer-s-labour-plotting-to-reopen-the-brexit-deal-"">Is Starmer's Labour plotting to reopen the Brexit deal?</a>",28.0,3.0,10.714285714285714,Nick Tyrone
"<a href=""https://www.spectator.co.uk/article/the-real-death-of-rock"">The real death of rock</a>",35.0,3.0,8.571428571428571,Michael Hann
"<a href=""https://www.spectator.co.uk/article/how-did-the-tories-get-taking-the-knee-so-wrong-"">How did the Tories get taking the knee so wrong?</a>",3.0,3.0,100.0,Isabel Hardman
"<a href=""https://www.spectator.co.uk/article/lock-picking"">Lock-picking</a>",4.0,3.0,75.0,Luke McShane
"<a href=""https://www.spectator.co.uk/article/the-royal-redemption-of-prince-andrew"">The royal redemption of Prince Andrew</a>",10.0,3.0,30.0,Peter Hunt
"<a href=""https://www.spectator.co.uk/article/stonewall-s-worrying-guidance-for-schools"">Stonewall’s worrying school guidance</a>",20.0,3.0,15.0,Debbie Hayton
"<a href=""https://www.spectator.co.uk/article/madeleines-the-miniature-french-cake-that-majors-on-flavour"">Madeleines: the miniature French cake that majors on flavour</a>",31.0,3.0,9.67741935483871,The Vintage Chef Olivia Potts
"<a href=""https://www.spectator.co.uk/article/the-dark-past-of-iran-s-new-president-elect"">The dark past of Iran's new presidential favourite</a>",9.0,3.0,33.33333333333333,David Patrikarakos
"<a href=""https://www.spectator.co.uk/article/could-the-third-wave-be-running-out-of-steam-"">Could the third wave be running out of steam?</a>",34.0,3.0,8.823529411764707,Ross Clark
"<a href=""https://www.spectator.co.uk/article/battle-royal-harry-and-meghans-modern-brand-of-revenge"">Battle royal: Harry and Meghan’s modern brand of revenge</a>",2.0,3.0,150.0,Freddy Gray
"<a href=""https://www.spectator.co.uk/article/france-s-deep-unrest"">France’s deep unrest</a>",5.0,3.0,60.0,John Keiger
"<a href=""https://www.spectator.co.uk/article/germany-s-post-war-recovery-was-no-economic-miracle"">Germany’s post-war recovery was no economic miracle</a>",29.0,3.0,10.344827586206897,James Hawes
"<a href=""https://www.spectator.co.uk/article/lockdown-didn-t-save-lives-from-cancer"">Lockdown didn't save lives from cancer</a>",2.0,3.0,150.0,Professor Gordon Wishart
"<a href=""https://www.spectator.co.uk/article/the-freedom-divide-why-are-politicians-able-to-side-step-their-own-rules-"">The freedom divide: Why are politicians able to side-step their own rules?</a>",13.0,3.0,23.076923076923077,Kate Andrews
"<a href=""https://www.spectator.co.uk/article/watch-labour-s-naz-shah-hints-at-blasphemy-law"">Watch: Labour's Naz Shah hints at blasphemy law</a>",2.0,3.0,150.0,Steerpike
"<a href=""https://www.spectator.co.uk/article/kicking-out-the-cranks-won-t-save-labour"">Kicking out the cranks won't save Labour</a>",10.0,3.0,30.0,Stephen Daisley
"<a href=""https://www.spectator.co.uk/article/new-york-resembles-a-war-zone"">New York resembles a war zone</a>",1.0,2.0,200.0,Taki
"<a href=""https://www.spectator.co.uk/article/liberate-yourself-from-sexual-repression-the-wilhelm-reich-way"">Liberate yourself from sexual repression the Wilhelm Reich way</a>",18.0,2.0,11.11111111111111,Stuart Jeffries
"<a href=""https://www.spectator.co.uk/article/why-the-pegasus-spying-scandal-probably-won-t-harm-viktor-orban"">Why the Pegasus spying scandal probably won’t harm Viktor Orban</a>",77.0,2.0,2.5974025974025974,William Nattrass
"<a href=""https://www.spectator.co.uk/article/marine-le-pen-france-election-establishment"">Le Pen is just another establishment politician</a>",28.0,2.0,7.142857142857142,Gavin Mortimer
"<a href=""https://www.spectator.co.uk/article/why-not-glamp-in-a-stately-home-"">Why not glamp in a stately home?</a>",33.0,2.0,6.0606060606060606,Jacob Little
"<a href=""https://www.spectator.co.uk/article/lesbians-are-being-erased-by-transgender-activists"">Lesbians are being erased by transgender activists</a>",4.0,2.0,50.0,Julie Bindel
"<a href=""https://www.spectator.co.uk/article/why-is-the-eu-copying-china-s-belt-and-road-initiative-"">Why is the EU copying China’s Belt and Road initiative?</a>",6.0,2.0,33.33333333333333,Dalibor Rohac
"<a href=""https://www.spectator.co.uk/article/why-private-equity-sharks-are-shopping-at-morrisons"">Why private equity sharks are shopping at Morrisons</a>",6.0,2.0,33.33333333333333,Martin Vander Weyer
"<a href=""https://www.spectator.co.uk/article/not-so-dryasdust-how-18th-century-antiquarians-proved-the-first-modern-historians"">Not so dryasdust: how 18th-century antiquarians proved the first ‘modern’ historians</a>",7.0,2.0,28.57142857142857,Andrew Lycett
"<a href=""https://www.spectator.co.uk/article/why-we-dont-always-say-what-we-see"">The fatal flaw in 'see something, say something'</a>",6.0,2.0,33.33333333333333,Douglas Murray
"<a href=""https://www.spectator.co.uk/article/the-rule-of-law-is-breaking-down-in-the-eu"">Is the rule of law breaking down in the EU?</a>",6.0,2.0,33.33333333333333,Steven Barrett
"<a href=""https://www.spectator.co.uk/article/on-england-versus-scotland"">On England versus Scotland</a>",16.0,2.0,12.5,Rod Liddle
"<a href=""https://www.spectator.co.uk/article/the-case-against-soldier-f"">The case against Soldier F</a>",15.0,2.0,13.333333333333334,Douglas Murray
"<a href=""https://www.spectator.co.uk/article/the-rise-of-the-unwhippable-tories"">The rise of the unwhippable Tories</a>",62.0,2.0,3.225806451612903,James Forsyth
"<a href=""https://www.spectator.co.uk/article/the-problem-with-polling"">The problem with polling</a>",47.0,2.0,4.25531914893617,Annabel Denham
"<a href=""https://www.spectator.co.uk/article/the-price-labour-paid-for-victory-in-batley"">The price Labour paid for victory in Batley</a>",1.0,2.0,200.0,Stephen Daisley
"<a href=""https://www.spectator.co.uk/article/the-oxbridge-files"">The Oxbridge files: which schools get the most offers?</a>",2.0,2.0,100.0,The Spectator
"<a href=""https://www.spectator.co.uk/article/the-social-tyranny-of-singing-happy-birthday"">The social tyranny of singing ‘Happy Birthday’</a>",13.0,2.0,15.384615384615385,Rory Sutherland
"<a href=""https://www.spectator.co.uk/article/the-infuriating-truth-about-harry-and-meghan"">The infuriating truth about Harry and Meghan's activism</a>",8.0,2.0,25.0,Tom Slater
"<a href=""https://www.spectator.co.uk/article/the-dos-and-don-ts-of-staying-cool"">The dos and don'ts of staying cool</a>",39.0,2.0,5.128205128205128,Dr Roger Henderson
"<a href=""https://www.spectator.co.uk/article/the-sumptuous-suffolk-estate-that-transports-you-to-tuscany"">The sumptuous Suffolk estate that transports you to Tuscany</a>",4.0,2.0,50.0,Joanna Rossiter
"<a href=""https://www.spectator.co.uk/article/the-depressing-spectacle-of-freedom-day-"">The depressing spectacle of ‘freedom day’</a>",31.0,2.0,6.451612903225806,Ross Clark
"<a href=""https://www.spectator.co.uk/article/kasparov-s-tailspin"">Kasparov’s tailspin</a>",8.0,2.0,25.0,Luke McShane
"<a href=""https://www.spectator.co.uk/article/the-young-bride-s-tale-china-room-by-sunjeev-sahota-reviewed"">The young bride’s tale: China Room, by Sunjeev Sahota, reviewed</a>",68.0,2.0,2.941176470588235,Madeleine Feeny
"<a href=""https://www.spectator.co.uk/article/why-do-parts-of-britain-erupt-whenever-israel-defends-itself-"">Why do parts of Britain erupt whenever Israel defends itself?</a>",1.0,2.0,200.0,Douglas Murray
"<a href=""https://www.spectator.co.uk/article/terf-war-embroils-guardian-hq"">Terf war embroils Guardian HQ</a>",3.0,2.0,66.66666666666666,Steerpike
"<a href=""https://www.spectator.co.uk/article/tokyo-s-doomed-olympics-could-be-the-worst-yet"">Tokyo's doomed Olympics could be the worst yet</a>",41.0,2.0,4.878048780487805,Philip Patrick
"<a href=""https://www.spectator.co.uk/article/tehran-is-repeating-the-shah-s-mistake"">Tehran is repeating the Shah's mistakes</a>",40.0,2.0,5.0,David Patrikarakos
"<a href=""https://www.spectator.co.uk/article/stop-politicising-football"">Stop politicising football</a>",4.0,2.0,50.0,Patrick O'Flynn
"<a href=""https://www.spectator.co.uk/article/walking-the-somme"">Walking the Somme</a>",11.0,2.0,18.181818181818183,Jeremy Clarke
"<a href=""https://www.spectator.co.uk/article/she-didn-t-go-quietly-caroline-norton-s-campaign-for-married-women-s-rights"">She didn’t go quietly: Caroline Norton’s campaign for married women’s rights</a>",29.0,2.0,6.896551724137931,Caroline Crampton
"<a href=""https://www.spectator.co.uk/article/salman-rushdie-s-self-importance-is-entirely-forgivable"">Salman Rushdie’s self-importance is entirely forgivable</a>",18.0,2.0,11.11111111111111,Nick Lezard
"<a href=""https://www.spectator.co.uk/article/prince-harry-could-learn-from-kate-middleton-s-mental-health-work"">Prince Harry could learn from Kate Middleton’s mental health work</a>",20.0,2.0,10.0,Max Pemberton
"<a href=""https://www.spectator.co.uk/article/pmqs-boris-fluffed-his-response-to-england-taking-the-knee"">PMQs: Boris fluffed his response to England taking the knee</a>",5.0,2.0,40.0,Lloyd Evans
"<a href=""https://www.spectator.co.uk/article/why-boris-is-loved-by-the-french"">Why Boris is loved by the French</a>",4.0,2.0,50.0,Jonathan Miller
"<a href=""https://www.spectator.co.uk/article/six-things-we-re-unlikely-to-read-in-prince-harry-s-memoir"">Six things we’re unlikely to read in Prince Harry’s memoir</a>",23.0,2.0,8.695652173913043,Steerpike
"<a href=""https://www.spectator.co.uk/article/-anyone-but-england-is-a-sad-reflection-of-scottish-society"">'Anyone But England’ is a sad reflection of Scottish society</a>",10.0,2.0,20.0,Stephen Daisley
"<a href=""https://www.spectator.co.uk/article/are-switzerland-and-france-really-islamophobic-"">Are Switzerland and France really ‘Islamophobic’?</a>",6.0,2.0,33.33333333333333,Kunwar Khuldune Shahid
"<a href=""https://www.spectator.co.uk/article/israel-scraps-its-redundant-vaccine-passport"">Israel scraps its redundant vaccine passports</a>",56.0,2.0,3.571428571428571,Arieh Kovler
"<a href=""https://www.spectator.co.uk/article/is-it-any-wonder-that-men-are-put-off-the-bbc-"">Is it any wonder that men are put off by the BBC?</a>",27.0,2.0,7.4074074074074066,James Innes-Smith
"<a href=""https://www.spectator.co.uk/article/is-the-truth-really-out-there-the-ufo-on-film"">UFOs on screen: the best documentaries to watch</a>",3.0,2.0,66.66666666666666,Robert Jackman
"<a href=""https://www.spectator.co.uk/article/al-fresco-dishes-to-serve-outside"">Al fresco dishes to serve outside</a>",28.0,2.0,7.142857142857142,Ameer Kotecha
"<a href=""https://www.spectator.co.uk/article/in-praise-of-prince-george-s-suit"">In praise of Prince George's suit</a>",32.0,2.0,6.25,Arabella Byrne
"<a href=""https://www.spectator.co.uk/article/does-the-green-party-care-more-about-trans-rights-than-the-environment-"">Does the Green party care more about trans rights than the environment?</a>",5.0,2.0,40.0,Debbie Hayton
"<a href=""https://www.spectator.co.uk/article/apple-s-new-series-damn-near-cost-me-my-marriage-calls-reviewed"">Apple TV+'s new series damn near cost me my marriage: Calls reviewed</a>",3.0,2.0,66.66666666666666,James Delingpole
"<a href=""https://www.spectator.co.uk/article/britain-s-best-beachside-restaurants"">Britain's best beachside restaurants</a>",10.0,2.0,20.0,Lucy Kehoe
"<a href=""https://www.spectator.co.uk/article/cambridge-deserves-better-than-stephen-toope"">Cambridge deserves better than Stephen Toope</a>",6.0,2.0,33.33333333333333,Douglas Murray
