title,total headline views,total page views,author,CTR
"<a href=""https://www.spectator.co.uk/article/the-wine-that-made-me-change-my-mind-about-roe"">The wine that made me change my mind about rosé</a>",4,1,Bruce Anderson,25.0
"<a href=""https://www.spectator.co.uk/article/the-death-of-the-dream-my-family-fought-for"">The death of the dream my family fought for</a>",6,1,Matthew Parris,16.666666666666664
"<a href=""https://www.spectator.co.uk/article/vaccine-passports-could-end-the-employment-recovery"">Vaccine passports could threaten the employment recovery</a>",48,1,Kate Andrews,2.083333333333333
"<a href=""https://www.spectator.co.uk/article/can-london-s-floods-be-explained-by-climate-change-"">Can London’s floods be explained by climate change?</a>",2,1,Ross Clark,50.0
"<a href=""https://www.spectator.co.uk/article/the-battle-for-britain-31-july-2021"">The Battle for Britain | 31 July 2021</a>",3,1,Michael Heath,33.33333333333333
"<a href=""https://www.spectator.co.uk/article/the-electoral-humiliation-of-macron-and-le-pen"">The electoral humiliation of Macron and Le Pen</a>",6,1,Jonathan Miller,16.666666666666664
"<a href=""https://www.spectator.co.uk/article/nigeria-s-abduction-epidemic-and-the-silence-of-the-west"">Nigeria’s abduction epidemic and the silence of the West</a>",1,1,Kunwar Khuldune Shahid,100.0
"<a href=""https://www.spectator.co.uk/article/the-forgotten-joy-of-spontaneity"">The forgotten joy of spontaneity</a>",1,1,Kate Andrews,100.0
"<a href=""https://www.spectator.co.uk/article/a-tax-rise-for-care-won-t-solve-the-problem"">A tax rise for care won't solve the problem</a>",1,1,Kate Andrews,100.0
"<a href=""https://www.spectator.co.uk/article/pmqs-the-tragedy-of-richard-burgon"">PMQs: The tragedy of Richard Burgon</a>",1,1,Lloyd Evans,100.0
"<a href=""https://www.spectator.co.uk/article/now-what-the-governments-covid-optimism-is-fading-fast"">Now what? The government’s Covid optimism is fading fast</a>",6,1,Katy Balls,16.666666666666664
"<a href=""https://www.spectator.co.uk/article/how-dangerous-is-covid-a-swedish-doctor-s-perspective"">How dangerous is Covid? A Swedish doctor’s perspective</a>",4,1,Sebastian Rushworth,25.0
"<a href=""https://www.spectator.co.uk/article/the-lancet-china-and-the-origins-of-coronavirus"">The Lancet, China and the origins of coronavirus</a>",6,1,Stuart Ritchie,16.666666666666664
"<a href=""https://www.spectator.co.uk/article/boris-biden-and-the-orange-elephant-in-the-room"">Boris, Biden and the orange elephant in the room</a>",1,1,Freddy Gray,100.0
"<a href=""https://www.spectator.co.uk/article/the-ideological-opposition-tearing-apart-the-eu"">The Visegrád bloc are threatening to tear apart the EU</a>",1,1,William Nattrass,100.0
"<a href=""https://www.spectator.co.uk/article/is-the-government-bluffing-on-vaccine-passports-"">Is the government bluffing on vaccine passports?</a>",320,1,Katy Balls,0.3125
"<a href=""https://www.spectator.co.uk/article/central-europe-s-vaccine-scepticism-problem"">Central Europe’s vaccine scepticism problem</a>",1,1,William Nattrass,100.0
"<a href=""https://www.spectator.co.uk/article/marine-le-pen-france-election-establishment"">Le Pen is just another establishment politician</a>",1,1,Gavin Mortimer,100.0
"<a href=""https://www.spectator.co.uk/article/dear-mary-how-can-I-stop-friends-asking-to-stay-in-my-holiday-cottage"">Dear Mary: How can I stop friends asking to stay in my holiday cottage?</a>",5,1,Mary Killen,20.0
"<a href=""https://www.spectator.co.uk/article/tokyo-s-doomed-olympics-could-be-the-worst-yet"">Tokyo's doomed Olympics could be the worst yet</a>",2,1,Philip Patrick,50.0
"<a href=""https://www.spectator.co.uk/article/is-the-airline-booking-surge-a-load-of-hot-air"">Is the airline ‘booking surge’ a load of hot air?</a>",8,1,Martin Vander Weyer,12.5
"<a href=""https://www.spectator.co.uk/article/why-a-return-to-a-free-and-open-world-is-vital"">Why a return to a free and open world is vital</a>",7,1,The Spectator,14.285714285714285
"<a href=""https://www.spectator.co.uk/article/could-hydrogen-power-turn-air-travel-green"">Could hydrogen power turn air travel green?</a>",1,1,Martin Vander Weyer,100.0
"<a href=""https://www.spectator.co.uk/article/what-did-the-romans-ever-do-for-us-"">What did the Romans ever do for us?</a>",1,1,Rod Liddle,100.0
"<a href=""https://www.spectator.co.uk/article/brexit-britain-needs-a-coherent-food-policy"">The missing ingredient: Brexit Britain's food problems</a>",1,1,Tim Lang,100.0
"<a href=""https://www.spectator.co.uk/article/why-israel-must-win-over-its-arab-population"">Why Israel must win over its Arab population</a>",3,1,Jake Wallis Simons,33.33333333333333
