title,total headline views,total page views,author,CTR
"<a href=""https://www.spectator.co.uk/article/a-cautionary-tale-about-how-democracy-can-subvert-itself-bunga-bunga-reviewed"">How democracy can subvert itself: Bunga Bunga reviewed</a>",1,1,Tanjil Rashid,100.0
"<a href=""https://www.spectator.co.uk/article/as-immersive-art-goes-nothing-can-compete-with-berghain"">As immersive art goes, nothing can compete with Berghain</a>",1,1,Liam Cagney,100.0
"<a href=""https://www.spectator.co.uk/article/is-the-hottest-new-podcast-the-apology-line-worth-sticking-with"">Is the hottest new podcast, The Apology Line, worth sticking with?</a>",8,1,Robert Jackman,12.5
"<a href=""https://www.spectator.co.uk/article/even-i-a-bitter-and-cynical-middle-aged-woman-felt-stirred-sylvie-s-love-reviewed"">Even I, a bitter and cynical middle-aged woman, felt stirred: Sylvie’s Love reviewed</a>",2,1,Deborah Ross,50.0
"<a href=""https://www.spectator.co.uk/article/the-rise-of-the-sensitivity-reader"">The rise of the 'sensitivity reader'</a>",13,1,Zoe Dubno,7.6923076923076925
"<a href=""https://www.spectator.co.uk/article/pleasant-cheerful-and-a-little-exhausting-graham-norton-on-virgin-radio-reviewed"">Pleasant, cheerful and a little exhausting: Graham Norton on Virgin Radio reviewed</a>",7,1,John Phipps,14.285714285714285
"<a href=""https://www.spectator.co.uk/article/buttercup-the-cow-was-so-convincing-i-felt-quite-moved-jack-and-the-beanstalk-reviewed"">Buttercup the cow was so convincing I felt quite moved: Jack and the Beanstalk reviewed</a>",1,1,Deborah Ross,100.0
"<a href=""https://www.spectator.co.uk/article/predictable-repetitive-and-exploitative-run-hide-fight-reviewed"">Predictable, repetitive and exploitative: Run Hide Fight reviewed</a>",2,1,Deborah Ross,50.0
"<a href=""https://www.spectator.co.uk/article/first-rate-tv-clarksons-farm-on-amazon-prime-reviewed"">First-rate TV: Clarkson's Farm on Amazon Prime reviewed</a>",16,1,James Delingpole,6.25
"<a href=""https://www.spectator.co.uk/article/it-ll-blow-you-away-collective-reviewed"">It’ll blow you away: Collective reviewed</a>",1,1,Deborah Ross,100.0
"<a href=""https://www.spectator.co.uk/article/a-work-of-extraordinary-delicacy-poignancy-and-tenderness-minari-reviewed"">A work of extraordinary delicacy, poignancy and tenderness: Minari reviewed</a>",11,1,Deborah Ross,9.090909090909092
"<a href=""https://www.spectator.co.uk/article/the-first-century-saint-who-went-viral"">The first-century saint who went viral</a>",2,1,Laura Freeman,50.0
"<a href=""https://www.spectator.co.uk/article/impossibly-exciting-sky-atlantics-zerozerozero-reviewed"">Impossibly exciting: Sky Atlantic's ZeroZeroZero reviewed</a>",2,1,James Delingpole,50.0
"<a href=""https://www.spectator.co.uk/article/remembering-david-storey-giant-of-postwar-english-culture"">Remembering David Storey, giant of postwar English culture</a>",43,1,Jasper Rees,2.3255813953488373
"<a href=""https://www.spectator.co.uk/article/-i-ve-seen-the-bare-bones-of-london-interview-with-street-painter-peter-brown"">‘I’ve seen the bare bones of London’: street painter Peter Brown interviewed</a>",16,1,Lara Prendergast,6.25
"<a href=""https://www.spectator.co.uk/article/camp-am-dram-plus-stuff-about-the-patriarchy-channel-5s-anne-boleyn-reviewed"">Camp am-dram, plus stuff about the patriarchy: Channel 5's Anne Boleyn reviewed</a>",1,1,James Walton,100.0
"<a href=""https://www.spectator.co.uk/article/the-podcast-that-makes-the-world-strange-mysterious-and-compelling-again"">The podcast that makes the world strange, mysterious and compelling again</a>",11,1,Jessa Crispin,9.090909090909092
"<a href=""https://www.spectator.co.uk/article/latest-proof-that-western-civilisation-is-over-sky-atlantics-domina-reviewed"">Latest proof that western civilisation is over: Sky Atlantic's Domina reviewed</a>",6,1,James Delingpole,16.666666666666664
"<a href=""https://www.spectator.co.uk/article/tucci-and-firth-are-like-eric-and-ernie-but-sexier-supernova-reviewed"">Tucci and Firth are like Eric and Ernie but sexier: Supernova reviewed</a>",5,1,Deborah Ross,20.0
